asn,category,tags
33408,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
49793,Other,Service|
8835,ISP,Computer and Information Technology|Internet Service Provider (ISP)|
8838,ISP,Validating RPKI ROV|Hosting and Cloud Provider|Internet Service Provider (ISP)|Computer and Information Technology
57994,Other,Computer and Information Technology|
8844,ISP,Internet Service Provider (ISP)|Computer and Information Technology|Validating RPKI ROV|
41612,Other,"Museums, Libraries, and Entertainment|Online Informational Content|Media, Publishing, and Broadcasting|"
41613,Government,"Government and Public Administration|Government and Regulatory Agencies, Administrations, Departments, and Services|Government|"
41614,Unknown,
49807,Other,Technology Consulting Services|Computer and Information Technology|
213646,Unknown,
213650,Unknown,
8851,ISP,Eyeball|Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV
58007,ISP,Postal Services and Couriers|Construction and Real Estate|Software Development|Internet Service Provider (ISP)
205464,ISP,Phone Provider|Internet Service Provider (ISP)|Computer and Information Technology|
