src,dst,hege
63620,2914,0.625
63629,6939,0.4090909090909091
63629,1299,0.08333333333333333
63629,6939,0.0625
63631,6939,0.16936813186813185
63631,15412,0.13152472527472528
63631,9304,0.7018658424908425
63631,24482,0.13695054945054944
63631,174,0.07918956043956044
63631,4635,0.10119047619047618
63634,1299,0.09375
63646,3356,0.09090909090909091
63646,6939,0.461038961038961
63646,1299,0.08912037037037039
63646,6939,0.057291666666666664
63647,58453,1.0
63647,3356,0.13636363636363635
63647,58453,1.0
63647,3356,0.2556818181818182
63647,6453,0.09090909090909091
63647,6939,0.4090909090909091
63648,1299,0.35672246783484063
63648,3356,0.25620634488049093
63689,58453,1.0
63689,3356,0.11363636363636363
63689,1299,0.5227272727272727
63689,6939,0.3409090909090909
63689,58453,0.5340909090909091
63689,132168,0.4772727272727273
63689,3356,0.2708333333333333
63701,6939,0.07690972222222223
63701,1299,0.21024305555555556
63701,58453,0.12256944444444444
63701,174,0.057291666666666664
63718,1299,0.1111111111111111
63718,6939,0.08333333333333333
63718,6939,0.4090909090909091
63722,1299,0.16666666666666666
63722,6939,0.08333333333333333
63829,701,1.0
63829,6939,0.10416666666666667
63829,3356,0.25
63829,1299,0.08333333333333333
63835,6939,0.4090909090909091
63835,1299,0.09686101789709173
63835,6939,0.05718680089485458
63838,6939,0.4090909090909091
63838,1299,0.08091329966329967
63959,21859,0.24947916666666667
63959,4229,0.1494791666666667
63959,6939,0.7885416666666667
63959,2914,0.07708333333333334
63959,6939,1.0
131137,3491,0.13636363636363635
131285,6939,0.4072727272727273
131285,6939,0.050455729166666664
131285,1299,0.08935546875
131325,6939,0.4090909090909091
131325,1299,0.08333333333333333
131482,9002,0.16666666666666666
131482,398704,0.16666666666666666
131483,6762,0.0625
131483,6939,0.08333333333333333
131483,17433,1.0
131483,3491,1.0
131483,13378,1.0
131495,174,0.08333333333333333
131495,3356,0.0625
131495,984,1.0
131495,3491,1.0
131497,174,0.10416666666666667
131497,3356,0.125
131497,1299,0.10416666666666667
131511,3257,0.4583333333333333
131516,3356,0.09090909090909091
131516,58453,1.0
131516,6939,0.4090909090909091
131516,174,0.09090909090909091
131516,6939,0.06852044352044352
131516,1299,0.11430180180180179
131516,174,0.07174000924000924
131516,58453,0.21748329807540334
131519,1299,0.125
131519,6939,0.08333333333333333
131524,3491,1.0
131524,132585,1.0
131524,174,0.0625
131524,3356,0.0625
131536,1299,0.0625
131536,6939,0.061848958333333336
