asn,hostname_count,ip_count,country,org_name,org_tags
37937,22,13,CN,China eGovNet Information Center,"Not Validating RPKI ROV|Government and Regulatory Agencies, Administrations, Departments, and Services|Government and Public Administration"
45079,22,21,CN,GDS CHANGAN SERVICES Ltd.,"Retail Stores, Wholesale, and E-commerce Sites"
139137,22,4,CN,Chinese Academy of Telecommunication Research,
140329,22,18,CN,China Telecom,"Museums, Libraries, and Entertainment|Media, Publishing, and Broadcasting|Music and Video Industry"
23848,21,33,CN,"Shenzhen Ping An Communication Technology Co.,Ltd",Content|Computer and Information Technology|Software Development
24366,21,6,CN,CERNET2 IX at Tongji University,Not Validating RPKI ROV|Computer and Information Technology|IPv6 only
56005,21,12,CN,"Zhengzhou Fastidc Technology Co.,Ltd.",Internet Service Provider (ISP)|Computer and Information Technology
151270,21,4,CN,"Sichuan Xiaoteyun Technology Co., Ltd","Education and Research|Media, Publishing, and Broadcasting|Computer and Information Technology"
58772,20,33,CN,CHINANET Fujian province Fuzhou IDC network,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|Utilities (Excluding Internet Service)|Banks, Credit Card Companies, Mortgage Providers"
63561,20,15,CN,"China Electronics Technology Cyber Security Co.,LTD",Internet Service Provider (ISP)|Computer and Information Technology|Education and Research
9814,19,17,CN,"Beijing FibrLINK Networks Co.,Ltd.","Eyeball|Not Validating RPKI ROV|Retail Stores, Wholesale, and E-commerce Sites"
24138,19,12,CN,China TieTong Telecommunications Corporation,Eyeball|Not Validating RPKI ROV|Computer and Information Technology
56004,19,4,CN,Information Center of Shanghai Municipal Education Commission,"Not Validating RPKI ROV|Government and Public Administration|Government and Regulatory Agencies, Administrations, Departments, and Services"
63531,18,6,CN,"Beijing BAIWU Technology Co., Ltd.",Software Development|Internet Service Provider (ISP)|Computer and Information Technology
136199,17,12,CN,CHINANET Guangdong province Yuedong MAN network,Mobile Data/Carrier|Computer and Information Technology|Internet Service Provider (ISP)
141005,17,13,CN,China Education and Research Network (CERNET),Computer and Information Technology
9811,16,10,CN,Development & Research Center of State Council Net.,Government|Not Validating RPKI ROV|Internet Service Provider (ISP)
55994,16,12,CN,"Shanghai ruisu Network Technology Co.,Ltd",Computer and Information Technology|Hosting and Cloud Provider|Software Development
135426,16,2,CN,ZTE Corporation,Software Development|Internet Service Provider (ISP)|Computer and Information Technology
24139,15,11,CN,Huashu media&Network Limited,Eyeball|Not Validating RPKI ROV|Computer and Information Technology
55971,15,5,CN,Chinese Academy of Social Sciences,Not Validating RPKI ROV|Service|Government and Public Administration
59045,15,9,CN,"Guangzhou navigation information technology co., LTD",Hosting and Cloud Provider|Not Validating RPKI ROV|Computer and Information Technology
9812,14,14,CN,"Oriental Cable Network Co., Ltd.","Radio and Television Providers|Not Validating RPKI ROV|Media, Publishing, and Broadcasting"
18241,14,13,CN,State Power Information Net,"Utilities (Excluding Internet Service)|Electric Power Generation, Transmission, Distribution"
56042,14,11,CN,China Mobile Communications Corporation,Eyeball|Not Validating RPKI ROV|Computer and Information Technology
58854,14,7,CN,Kaopu Cloud,Internet Service Provider (ISP)|Hosting and Cloud Provider|Software Development
137798,14,12,CN,"5/F, Zhujiang Yide Building, 362 Dongfeng Middle Road, Yuexiu District,",Software Development|Computer and Information Technology
138376,14,12,CN,China Education and Research Network (CERNET),IPv6 only|Not Validating RPKI ROV|Computer and Information Technology
38381,13,9,CN,"west wing no.157,dongsi west street Dongcheng, Beijing, China",Corporate/Enterprise|Computer and Information Technology|Software Development
132833,13,5,CN,China Telecom,"Service|Law, Business, and Consulting Services"
142404,13,3,CN,China Telecom,"Museums, Libraries, and Entertainment|Music and Video Industry|Media, Publishing, and Broadcasting"
151300,13,5,CN,,
56013,12,10,CN,SAMSUNG SDS CHINA,"Phone Provider|Media, Publishing, and Broadcasting|Retail Stores, Wholesale, and E-commerce Sites"
59029,12,9,CN,"People.Cn CO.,LTD","Online Informational Content|Law, Business, and Consulting Services|Service"
137788,12,3,CN,Shanxi Beacon Cloudscape,"Not Validating RPKI ROV|Media, Publishing, and Broadcasting|Internet Service Provider (ISP)"
58811,11,13,CN,CONAC (China Organizational Name Administration Center),"Anycast|Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)|Service"
136200,11,8,CN,CHINANET Guangdong province Foshan MAN network,"Home ISP|Insurance Carriers and Agencies|Investment, Portfolio Management, Pensions and Funds"
17781,10,6,CN,XINHUA NEWS AGENCY,"Online Music and Video Streaming Services|Not Validating RPKI ROV|Media, Publishing, and Broadcasting"
17968,10,7,CN,Daqing zhongji petroleum telecommunication construction limited cpmpany,Eyeball|Not Validating RPKI ROV|Internet Service Provider (ISP)
137715,10,5,CN,GTJA Securities,"Investment, Portfolio Management, Pensions and Funds|Finance and Insurance"
139110,10,4,CN,Beijing Jingdong Shangke Information Technology Co. Ltd.,"Phone Provider|Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites"
140308,10,5,CN,China Telecom,Mobile Data/Carrier|Internet Service Provider (ISP)|Computer and Information Technology
150374,10,3,CN,Jiang Men Shi Tian Da Cloud Co. Ltd,Computer and Information Technology
151263,10,4,CN,"Juzhi technology co., ltd",
151313,10,6,CN,"Pacific Insurance Technology Co., Ltd",Computer and Information Technology|Education and Research|Online Informational Content
17429,9,8,CN,BEIJING GEHUA CATV NETWORK CO.LTD,Home ISP|Not Validating RPKI ROV|Internet Service Provider (ISP)
55966,9,13,CN,"Post Savings Bank of China Tower A, No.3","Corporate/Enterprise|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance"
63655,9,5,CN,"Huawei Technologies Co., Ltd","Military, Defense, National Security, and International Affairs|Computer and Information Technology|Hosting and Cloud Provider"
146842,9,3,CN,ChinaDataCom Corporation Limited,"Media, Publishing, and Broadcasting|Computer and Information Technology|Education and Research"
10206,8,9,CN,China Unicom,Internet Service Provider (ISP)|Computer and Information Technology
39753,8,7,CN,Kai Liu,IPv6 only|Community Groups and Nonprofits|Personal ASN
45075,8,2,CN,China Central Television,Online Music and Video Streaming Services|Online Informational Content|Radio and Television Providers
55641,8,4,CN,"Beijing CNISP Technology Co., Ltd.",IPv6 only|Hosting and Cloud Provider|Computer and Information Technology
58536,8,10,CN,CONAC (China Organizational Name Administration Center),"Internet Critical Infra|Service|Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)"
58834,8,4,CN,Guangdong Cable Corporation Limited,Home ISP|Online Informational Content|Software Development
59073,8,4,CN,Bank of China Limited,"Corporate/Enterprise|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance"
63647,8,8,CN,Beijing WangJu Interworking Information Technology Co. LTD,"Server Hosting|Online Informational Content|Media, Publishing, and Broadcasting"
135363,8,7,CN,"Chongqing Fuxuan Information Technology Co., Limited",Internet Service Provider (ISP)|Computer and Information Technology
9939,7,6,CN,"DYXNET of Shenzhen Communication Co., Ltd.","Retail Stores, Wholesale, and E-commerce Sites|Validating RPKI ROV"
24404,7,4,CN,"CNISP-Union Technology (Beijing) Co., Ltd",Computer and Information Technology
45097,7,2,CN,"A4, 5th Floor, Tower C, Triumph Plaza, Unit A, No 143,",Hosting and Cloud Provider|Internet Service Provider (ISP)|Computer and Information Technology
59072,7,5,CN,"Shenzhen ESIN Technology Co., Ltd",Computer and Information Technology|Software Development
137266,7,7,CN,China Telecom,"Media, Publishing, and Broadcasting|Music and Video Industry|Museums, Libraries, and Entertainment"
137691,7,5,CN,"Heilongjiang Province, P.R.China.",Home ISP|Software Development|Computer and Information Technology
139007,7,5,CN,China Unicom,Computer and Information Technology|Internet Service Provider (ISP)
139179,7,3,CN,"China Pacific Insurance (Group) Co.,Ltd.",Not Validating RPKI ROV|Insurance Carriers and Agencies|Finance and Insurance
213404,7,6,CN,"Suzhou Yesong Information Technology Co., Ltd.",Software Development|Computer and Information Technology|Server Hosting
4842,6,4,CN,Tianhai InfoTech,Anycast|Not Validating RPKI ROV|Hosting and Cloud Provider
9809,6,6,CN,"SHENZHEN NOVA TECHNOLOGIES DEVELOPMENT.,LTD.",Computer and Information Technology|Not Validating RPKI ROV|Internet Service Provider (ISP)
59067,6,5,CN,"Microsoft Mobile Alliance Internet Services Co., Ltd","Phone Provider|Law, Business, and Consulting Services|Computer and Information Technology"
59083,6,4,CN,"Shanghai Kuanhui Tech. Co.,ltd",Computer and Information Technology
131522,6,4,CN,Beijing Yovole Cloud Computing Technology Company Limited,Computer and Information Technology
137726,6,2,CN,China Petroleum & Chemical Corporation,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|IPv6 only"
139090,6,7,CN,Wuxi Education Information Management Service Center,Online Informational Content|Education and Research|Internet Service Provider (ISP)
139220,6,6,CN,China Telecom,Phone Provider|Internet Service Provider (ISP)|Computer and Information Technology
139317,6,1,CN,Ningbo Dahuamao Information Technology Co Ltd,"Personal ASN|Service|Personal Care and Lifestyle (Barber Shops, Nail Salons, Diet Centers, Laundry, etc)"
4859,5,6,CN,The State Information Center of P.R.China,Not Validating RPKI ROV|Government|Government and Public Administration
24141,5,4,CN,"Shanghai DMT Information Network cor.,LTD.",Computer and Information Technology|Internet Service Provider (ISP)
24149,5,3,CN,Internet Domain Name System Beijing Engineering Resrarch Center Ltd.,Internet Critical Infra|Computer and Information Technology|Internet Service Provider (ISP)
24430,5,5,CN,"Jia No.8, North Lishi Road, Xicheng Dist.Beijing, China","Corporate/Enterprise|Freight, Shipment, and Postal Services|Postal Services and Couriers"
37965,5,5,CN,Pacnet Business Solutions LTD,Computer and Information Technology
45064,5,4,CN,"BEIJING ZHONGGUANCUN SOFTWARE PARK DEVELOPMENT CO.,Ltd.",Internet Service Provider (ISP)|Computer and Information Technology|Construction and Real Estate
45110,5,6,CN,Beijing Tian Wei Xin Tong technology corp. limited.,Software Development|Education and Research|Computer and Information Technology
55996,5,2,CN,CYPRESS TELECOM (CHINA) LIMITED,Internet Service Provider (ISP)|Computer and Information Technology
58866,5,6,CN,China Financial Certification Authority,Computer and Information Technology|Software Development
59049,5,4,CN,"Wal-mart (China) Investment Co., Ltd.","Retail Stores, Wholesale, and E-commerce Sites"
63689,5,6,CN,"Esun Technology(Shanghai) Co.,Ltd",Computer and Information Technology|Internet Service Provider (ISP)
132553,5,2,CN,China University of Petroleum (East China),Not Validating RPKI ROV|Education and Research|Service
137764,5,3,CN,Beijing Youkai Technology Co.Ltd,Computer and Information Technology
139099,5,2,CN,Zhejiang Geely Holding Group,"Retail Stores, Wholesale, and E-commerce Sites"
139154,5,7,CN,Big Data Center Of Shandong Province,"Retail Stores, Wholesale, and E-commerce Sites|Government"
140061,5,4,CN,China Telecom,Phone Provider|Not Validating RPKI ROV|Computer and Information Technology
140633,5,6,CN,BILIBILI HK LIMITED,"Tranco 10k Host|Computer and Information Technology|Media, Publishing, and Broadcasting"
17962,4,3,CN,ShenZhen Topway Video Communication Co. Ltd,Eyeball|Not Validating RPKI ROV|Internet Service Provider (ISP)
24302,4,2,CN,China Education and Research Network (CERNET),IPv6 only|Internet Service Provider (ISP)|Computer and Information Technology
38358,4,3,CN,"3 Fuxing Road, Beijing, China",Computer and Information Technology
45071,4,2,CN,"No.8 Xing Guang 5th Street, Opto-Mechatronics Industrial Park",Manufacturing|Clothing and Textiles
59048,4,4,CN,"Bei Jing Cloud Times Technology Co.,Ltd",Internet Service Provider (ISP)|Software Development|Computer and Information Technology
131497,4,2,CN,"Volkswagen (China) Investment Co., LTD","Automotive and Transportation|Manufacturing|Law, Business, and Consulting Services"
131574,4,11,CN,Hebei Sea Whale Technology Co. Ltd.,Computer and Information Technology
134578,4,1,CN,UNION FU WAH DIGITAL TECHNOLOGY LIMITED,"Retail Stores, Wholesale, and E-commerce Sites|Not Validating RPKI ROV"
137539,4,4,CN,China Unicom,"Media, Publishing, and Broadcasting|Computer and Information Technology|Internet Service Provider (ISP)"
137688,4,7,CN,CHINATELECOM Liaoning Benxi MAN,Internet Service Provider (ISP)|Computer and Information Technology
137710,4,2,CN,"Net God Information Technology (Beijing) Co., Ltd.",Computer and Network Security|Computer and Information Technology
146782,4,1,CN,University Of Chinese Academy Of Social Sciences,Academic
63708,4,2,CN,Guangdong LITONG Network Technology Limited,Computer and Information Technology|Internet Service Provider (ISP)
149979,4,1,CN,China Telecom,"Media, Publishing, and Broadcasting|Museums, Libraries, and Entertainment|Music and Video Industry"
150145,4,1,CN,China Telecom,"Media, Publishing, and Broadcasting|Music and Video Industry|Museums, Libraries, and Entertainment"
151261,4,5,CN,"Sichuan Xiaocong Cloud Supercomputing Technology Co., Ltd","Education and Research|Computer and Information Technology|Media, Publishing, and Broadcasting"
209306,4,4,CN,Jin Shaohai,"Eyeball|Internet Service Provider (ISP)|Media, Publishing, and Broadcasting"
211575,4,3,CN,Rui Feng,Eyeball|Computer and Information Technology|Anycast
9805,3,2,CN,China Internet Network Infomation Center,"Manufacturing|Investment, Portfolio Management, Pensions and Funds|Electronics and Computer Components"
9807,3,4,CN,Data Management Centre National Bureau of Statistics of China,Hosting and Cloud Provider|Online Informational Content|Education and Research
23842,3,2,CN,Shenzhen Information and Network Center,"Service|Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
38364,3,3,CN,"RM 1706,Block A,Ocean Express,No.66",Internet Service Provider (ISP)|Computer and Information Technology
45275,3,2,CN,BII Group Holdings Ltd,Computer and Information Technology|IPv6 only
58448,3,4,CN,CONAC (China Organizational Name Administration Center),"Anycast|Social Assistance (Temporary Shelters, Emergency Relief, Child Day Care, etc)|Service"
58851,3,2,CN,"BeiJing Wish Network Technology CO.,LTD.",Software Development|Computer and Information Technology
59077,3,2,CN,Shanghai UCloud Information Technology Company Limited,Internet Service Provider (ISP)|Software Development|Computer and Information Technology
63567,3,2,CN,"Suqian Pugongying Network Service Co.,Ltd","Computer and Information Technology|Education and Research|Media, Publishing, and Broadcasting"
63718,3,1,CN,"Hangzhou YouYun Technology Co., Ltd.",Software Development|Computer and Information Technology
131558,3,2,CN,"Wal-mart (China) Investment Co., Ltd.","Retail Stores, Wholesale, and E-commerce Sites"
132536,3,3,CN,China Telecom,Internet Service Provider (ISP)|Computer and Information Technology
133111,3,3,CN,"CERNET New Technology Co., Ltd",Internet Service Provider (ISP)|Not Validating RPKI ROV|Computer and Information Technology
137690,3,2,CN,"Zaozhuang,Shandong Province, P.R.China.",Server Hosting|Internet Service Provider (ISP)|Computer and Information Technology
139128,3,2,CN,Dr.Peng BigData co.LTD,Computer and Information Technology
139148,3,3,CN,"China UnionPay Co., Ltd",Corporate/Enterprise|Software Development|Hosting and Cloud Provider
210352,3,3,CN,Yijia Xu,Eyeball|Community Groups and Nonprofits|Personal ASN
210634,3,3,CN,"Suzhou Yesong Information Technology Co., Ltd.",Software Development|Computer and Information Technology
55991,3,5,CN,,
9401,2,2,CN,NETSLAND Center,"Not Validating RPKI ROV|Libraries and Archives|Museums, Libraries, and Entertainment"
9803,2,2,CN,"Beijing Jingxun Public Information Technology Co., Ltd","Validating RPKI ROV|Software Development|Media, Publishing, and Broadcasting"
17633,2,3,CN,Shandong Provincial Net of CT,Computer and Information Technology|Not Validating RPKI ROV|Internet Service Provider (ISP)
17799,2,2,CN,Liaoning Provincial Net of CT,Computer and Information Technology|Not Validating RPKI ROV|Internet Service Provider (ISP)
17897,2,1,CN,Heilongjiang Provincial Net of CT,Eyeball|Not Validating RPKI ROV|Internet Service Provider (ISP)
18245,2,1,CN,China Internet Network Infomation Center,Validating RPKI ROV|Internet Service Provider (ISP)|Software Development
23841,2,1,CN,"6/F, No.3 Huatian Road, New Technology Industry Area","Internet Service Provider (ISP)|Media, Publishing, and Broadcasting|Computer and Information Technology"
38255,2,2,CN,China Education and Research Network (CERNET),Carrier|Internet Service Provider (ISP)|Computer and Information Technology
38272,2,2,CN,China Education and Research Network (CERNET),IPv6 only|Computer and Information Technology|Internet Service Provider (ISP)
38367,2,2,CN,"20/F.,Kuntai International Mansion,Buiding1 Yi No.12","Law, Business, and Consulting Services|Service"
45074,2,2,CN,Data Management Centre National Bureau of Statistics of China,"Media, Publishing, and Broadcasting|Internet Service Provider (ISP)|Online Informational Content"
50922,2,3,CN,SHI Li Li,"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)|Service|Anycast"
63580,2,1,CN,"China Novartis Institutes for Bio-Medical Research Co., Ltd.",Not Validating RPKI ROV|Research and Development Organizations|Education and Research
63631,2,2,CN,"Guangdong Cloudbase Technology Co., Ltd.",Server Hosting|Internet Service Provider (ISP)|Computer and Information Technology
131521,2,1,CN,Haitong Securities Company Limited,"Government and Public Administration|Finance and Insurance|Investment, Portfolio Management, Pensions and Funds"
131536,2,2,CN,"Shanghai Great Wall Broadband Network Service Co., Ltd.",Computer and Information Technology
131539,2,2,CN,"Ningbo Zhuo Zhi Innovation Network Technology Co., Ltd",Software Development|Computer and Information Technology
133465,2,2,CN,Duke Kunshan University,"Education and Research|Colleges, Universities, and Professional Schools|Academic"
136160,2,1,CN,"Tianjin Shi Shi Ji Hulian Yuntong Network Technology Co., Ltd.","Hosting, Cloud Provider, Data Center, Server Colocation|Computer and Information Technology|Hosting and Cloud Provider"
137758,2,4,CN,"Industrial and Commercial Bank of China Limited,ICBC","Corporate/Enterprise|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance"
137782,2,2,CN,STATE GRID SHANGHAI MUNICIPAL ELECTRIC POWER COMPANY,"Electric Power Generation, Transmission, Distribution|Manufacturing|Utilities (Excluding Internet Service)"
138029,2,1,CN,"Shen Zhen Hu Lian Xian Feng Technology Co., Limited",Computer and Information Technology
139138,2,2,CN,"Gopay Information Technology Co.,Ltd",Finance and Insurance|Software Development|Computer and Information Technology
139141,2,2,CN,Yusys Financial Cloud,Computer and Information Technology|Software Development
139172,2,1,CN,"Hangzhou Woodnn Technology Co., Ltd.","Service|Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)"
140309,2,1,CN,China Telecom,"Media, Publishing, and Broadcasting|Music and Video Industry|Museums, Libraries, and Entertainment"
146822,2,1,CN,Shenzhenshi Zhongyun Shujujishu Youxiangongsi,Education and Research|Internet Service Provider (ISP)|Online Informational Content
151253,2,1,CN,"Beijing Sanwang Fusion Technology Co., Ltd",Online Informational Content|Internet Service Provider (ISP)|Software Development
213605,2,2,CN,Liu HaoRan,"Carrier|Computer and Information Technology|Hosting, Cloud Provider, Data Center, Server Colocation"
213891,2,1,CN,Liu Zhen,Personal ASN|IPv6 only
137746,2,1,CN,,
7641,1,1,CN,China Broadcasting TV Net,Eyeball|Not Validating RPKI ROV|Computer and Information Technology
17739,1,1,CN,Shanghai Telecom Haplink Network Co Ltd (Haplink),"Civil Engineering Construction (Utility Lines, Roads and Bridges)|Internet Service Provider (ISP)|Computer and Information Technology"
37942,1,2,CN,"3rd Floor, Wenbo Building, No.A2 Gaoyuan Street,","Law, Business, and Consulting Services|Not Validating RPKI ROV|Service"
37970,1,1,CN,"Floor 9,Hua Sheng Building No.1 Lane 519 Ao Men Road,Shanghai",Eyeball|Computer and Information Technology|Internet Service Provider (ISP)
38378,1,1,CN,Bosch (China) Investment Ltd.,Automotive and Transportation|Machinery|Computer and Information Technology
55982,1,1,CN,"Changhong IT information Products CO.,LTD.","Internet Service Provider (ISP)|Service|Media, Publishing, and Broadcasting"
56002,1,1,CN,BEIJING MARINE COMMUNICATION AND NAVIGATION CO.,Finance and Insurance|Not Validating RPKI ROV
58571,1,1,CN,CHINANET Guizhou province network,Internet Service Provider (ISP)|Computer and Information Technology
59037,1,1,CN,"Zhejiang Ruili Information Technology Co., Ltd",Software Development|Computer and Information Technology|Hosting and Cloud Provider
59074,1,1,CN,"TAIKANG INSURANCE GROUP CO.,LTD.",Insurance Carriers and Agencies|Finance and Insurance
59223,1,1,CN,China Telecom,Computer and Information Technology
63696,1,1,CN,"China Securities Co., Ltd",Manufacturing|Electronics and Computer Components|Service
131511,1,1,CN,"Beijing Chenxun Technology Co., Ltd.","Computer and Information Technology|Law, Business, and Consulting Services|Service"
131519,1,1,CN,Hisense,Electronics and Computer Components|Computer and Information Technology|Manufacturing
132153,1,1,CN,China Telecom,Computer and Information Technology|Internet Service Provider (ISP)
137571,1,1,CN,"Rang Yang Bai Shi Chuang Yun Co., Limited",Education and Research|Eyeball
137721,1,1,CN,,IPv6 only
137801,1,1,CN,"AIPO Cloud (Guizhou) Technology Co., Ltd.",Computer and Information Technology|Tranco 10k Host
138545,1,1,CN,"Zero Cirrus Cloud Computing (Shanghai) Co., Ltd.","Media, Publishing, and Broadcasting|Online Informational Content|Museums, Libraries, and Entertainment"
139118,1,1,CN,"Shanghai Rugu Info&Tech Co.,Ltd.","Law, Business, and Consulting Services|Service"
139139,1,2,CN,Shenyang Agricultural University,Academic|Not Validating RPKI ROV|Education and Research
139462,1,19,CN,China Telecom,Internet Service Provider (ISP)|Computer and Information Technology|Phone Provider
139769,1,1,CN,Guangzhou LinSeek Network Technology Co.Ltd,Other|Not Validating RPKI ROV
140317,1,1,CN,China Telecom,Phone Provider|Internet Service Provider (ISP)|Computer and Information Technology
141739,1,1,CN,China Telecom,"Media, Publishing, and Broadcasting|Music and Video Industry|Museums, Libraries, and Entertainment"
142111,1,1,MY,Zhejiang Aiyun Network Technology Co Ltd,"Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites"
147038,1,1,CN,China Telecom,"Museums, Libraries, and Entertainment|Music and Video Industry|Media, Publishing, and Broadcasting"
149511,1,1,CN,"Yamu Technologies Co., Ltd.","Computer and Information Technology|Hosting, Cloud Provider, Data Center, Server Colocation|Anycast"
151251,1,1,CN,"Chengdu Qianzhiyunfu Technology Co., Ltd.",
151311,1,1,CN,"Shenzhen Humeng Technology Co., Ltd",Education and Research|Online Informational Content|Internet Service Provider (ISP)
153725,1,1,CN,Tenonet (Hangzhou) Co Ltd,Eyeball|Computer and Information Technology|Internet Service Provider (ISP)
210426,1,1,CN,Liang Zhu,Personal ASN|Service|IPv6 only
212982,1,1,CN,Lu Wang,Service|Anycast|IPv6 only
137745,1,1,CN,,
